timestamp	species	generation	reward	distance	food	breeding
1777595411.703062	centipede	0	18.130477090646743	18.1383687548002	0	0
1777595411.703113	centipede	1	18.396051763472514	18.486890664550927	1	0
1777595411.703128	centipede	2	15.98115441890227	16.24839719134032	0	0
1777595411.703135	centipede	3	20.307463741501667	20.33697608627475	0	0
1777595411.703145	centipede	4	20.020428907717932	20.089378933428815	0	0
1777595411.7031522	centipede	5	16.38794245650727	16.48903231478928	0	0
1777595411.703169	centipede	6	15.97956536884191	16.0861449215259	0	0
1777595411.703176	centipede	7	18.892348375880395	19.06850527337226	0	0
1777595411.7031791	centipede	8	20.681816811621406	20.80198917024822	0	0
1777595411.703186	centipede	9	15.713459825818145	16.03799718434116	0	0
1777595411.7031941	centipede	10	16.66475163160171	16.608357134638226	0	0
1777595411.7032042	centipede	11	18.10477347215743	18.248910534801876	0	0
1777595411.703212	centipede	12	19.746939337056418	19.817167139865294	0	0
1777595411.7032142	centipede	13	16.139687750562466	16.21697300573579	0	0
1777595411.703221	centipede	14	16.403386314856622	16.438951365689288	0	0
1777595411.7032268	centipede	15	16.39569641666615	16.52911768850514	0	0
1777595411.703229	centipede	16	19.43625877891268	19.59158209523836	0	0
1777595411.7032309	centipede	17	20.496865143630945	20.69978359457385	0	0
1777595411.703234	centipede	18	17.5126288925123	17.731994950183008	0	0
1777595411.703236	centipede	19	17.52442872609851	17.776281283115786	0	0
1777656835.766409	centipede	0	76.98988773589193	77.10920806245132	0	0
1777656835.7664409	centipede	1	77.24609375762672	77.3376392352232	0	0
1777656835.7664719	centipede	2	77.36745466232206	77.37932138766443	0	0
1777656835.766475	centipede	3	77.56125335100587	77.6480972452602	0	0
1777656835.766477	centipede	4	78.1815244375018	78.23554922659581	0	0
1777656835.766479	centipede	5	76.81250649707653	76.90556506051644	0	0
1777656835.766488	centipede	6	77.89146124182393	77.93833240222558	0	0
1777656835.7664902	centipede	7	75.26621502178322	75.36779561884241	0	0
1777656835.7664971	centipede	8	75.9402947329296	76.07303299023239	0	0
1777656835.766499	centipede	9	78.63349674679881	78.86647186582296	0	0
1777656835.7665012	centipede	10	73.19719832206162	73.26142223946354	0	0
1777656835.7665029	centipede	11	78.92143773179444	79.06496637924452	0	0
1777656835.766506	centipede	12	79.33849708302151	79.36983875068287	0	0
1777656835.76651	centipede	13	75.94953294863026	76.072642393258	0	0
1777656835.7665122	centipede	14	77.19267997577093	77.28687285579024	0	0
1777656835.7665138	centipede	15	77.12352822920037	77.15940916782314	0	0
1777656835.766516	centipede	16	76.82086329749386	76.88773228270792	0	0
1777656835.766518	centipede	17	76.91966315118137	76.8440593709561	0	0
1777656835.766521	centipede	18	76.87515281789412	76.82716915163739	0	1
1777656835.766523	centipede	19	78.43695641981476	78.53761288124751	0	0
